Ident;OrdTerm;FoundIn;IcdResult;Term;FilterIn;FilterOut;TermCodif;TermNoBlank
2143;Term1;Diccionario;O041;ABORTO MEDICO INCOMPLETO COMPLICADO POR HEMORRAGIA EXCESIVA O TARDIA;NA;NA;225;235
2147;Term1;Duplicado;O041;ABORTO MEDICO INCOMPLETO COMPLICADO POR HEMORRAGIA EXCESIVA O TARDIA;NA;NA;227;236
10496;Term1;Diccionario;O069;ABORTO NO ESPECIFICADO;NA;NA;227;237
2174;Term1;Diccionario;O060;ABORTO NO ESPECIFICADO INCOMPLETO COMPLICADO CON INFECCION GENITAL Y PELVIANA;NA;NA;228;238
4050;Term1;Duplicado;O060;ABORTO NO ESPECIFICADO INCOMPLETO COMPLICADO CON INFECCION GENITAL Y PELVIANA;NA;NA;230;239
4079;Term1;Duplicado;O060;ABORTO NO ESPECIFICADO INCOMPLETO COMPLICADO CON INFECCION GENITAL Y PELVIANA;NA;NA;231;240
2148;Term1;Diccionario;O064;ABORTO NO ESPECIFICADO INCOMPLETO SIN COMPLICACION;NA;NA;231;241
1684;Term1;Diccionario;O021;ABORTO RETENIDO;NA;NA;232;242
1823;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;234;243
2317;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;235;244
2552;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;236;245
2842;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;237;246
2844;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;238;247
2903;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;239;248
2916;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;240;249
4425;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;241;250
4630;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;242;251
5430;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;243;252
5459;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;244;253
6312;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;245;254
6375;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;246;255
6383;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;247;256
8104;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;248;257
8166;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;249;258
8552;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;250;259
8580;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;251;260
8657;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;252;261
8661;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;253;262
8683;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;254;263
8684;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;255;264
8753;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;256;265
9190;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;257;266
9699;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;258;267
9703;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;259;268
9829;Term1;Duplicado;O021;ABORTO RETENIDO;NA;NA;260;269
1494;Term1;Diccionario;;ABORTO RETENIDO 6 3 SG;NA;NA;260;270
1494;Term1;AplicaStandard0;;ABORTO RETENIDO 6 3 SG;\b(R+ETENIDO(S)?|RETENDIO|RETENDO|RETENIDP|RETERNIDO)\b;RETENIDO;260;270
1494;Term1;AplicaStandard0;;ABORTO RETENIDO 6;\s?(DE)?\s?[0-9]?[0-9]\s?S(EMANA(S)?)?\s?(DE)?\s?G(ESTACION)?;;260;270
1494;Term1;ResultStandard0;;ABORTO RETENIDO 6;NA;NA;260;270
1494;Term1;ResultStandard1;;ABORTO RETENIDO 6;NA;NA;260;270
1494;Term1;ResultStandard2;;ABORTO RETENIDO 6;NA;NA;260;270
1212;Term1;Diccionario;;ABORTO TERAPEUTICO COMPLETO;NA;NA;260;271
1212;Term1;AplicaStandard0;;ABORTO TERAPEUTICO COMPLETO;\b(C+OMPLETO)\b;COMPLETO;260;271
1212;Term1;ResultStandard0;;ABORTO TERAPEUTICO COMPLETO;NA;NA;260;271
1212;Term1;ResultStandard1;;ABORTO TERAPEUTICO COMPLETO;NA;NA;260;271
1212;Term1;ResultStandard2;;ABORTO TERAPEUTICO COMPLETO;NA;NA;260;271
11206;Term1;Diccionario;A064;ABSCESO AMEBIANO DEL HIGADO;NA;NA;260;272
4237;Term1;Diccionario;K610;ABSCESO ANAL;NA;NA;261;273
1158;Term1;Diccionario;L023;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE GLUTEOS;NA;NA;262;274
1250;Term1;Duplicado;L023;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE GLUTEOS;NA;NA;264;275
3206;Term1;Duplicado;L023;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE GLUTEOS;NA;NA;265;276
7396;Term1;Duplicado;L023;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE GLUTEOS;NA;NA;266;277
8734;Term1;Duplicado;L023;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE GLUTEOS;NA;NA;267;278
454;Term1;Diccionario;L020;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE LA CARA;NA;NA;267;279
797;Term1;Duplicado;L020;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE LA CARA;NA;NA;269;280
2348;Term1;Duplicado;L020;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE LA CARA;NA;NA;270;281
2440;Term1;Duplicado;L020;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE LA CARA;NA;NA;271;282
3963;Term1;Duplicado;L020;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE LA CARA;NA;NA;272;283
4203;Term1;Duplicado;L020;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE LA CARA;NA;NA;273;284
11382;Term1;Duplicado;L020;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE LA CARA;NA;NA;274;285
11402;Term1;Duplicado;L020;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE LA CARA;NA;NA;275;286
785;Term1;Diccionario;L024;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE MIEMBRO;NA;NA;275;287
870;Term1;Duplicado;L024;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE MIEMBRO;NA;NA;277;288
2214;Term1;Duplicado;L024;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE MIEMBRO;NA;NA;278;289
2452;Term1;Duplicado;L024;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE MIEMBRO;NA;NA;279;290
3271;Term1;Duplicado;L024;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE MIEMBRO;NA;NA;280;291
5819;Term1;Duplicado;L024;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE MIEMBRO;NA;NA;281;292
6008;Term1;Duplicado;L024;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE MIEMBRO;NA;NA;282;293
6930;Term1;Duplicado;L024;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE MIEMBRO;NA;NA;283;294
7579;Term1;Duplicado;L024;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE MIEMBRO;NA;NA;284;295
11370;Term1;Duplicado;L024;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE MIEMBRO;NA;NA;285;296
11806;Term1;Duplicado;L024;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE MIEMBRO;NA;NA;286;297
11896;Term1;Duplicado;L024;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE MIEMBRO;NA;NA;287;298
12037;Term1;Duplicado;L024;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE MIEMBRO;NA;NA;288;299
12321;Term1;Duplicado;L024;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE MIEMBRO;NA;NA;289;300
750;Term1;Diccionario;L028;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE OTROS SITIOS;NA;NA;289;301
1933;Term1;Duplicado;L028;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE OTROS SITIOS;NA;NA;291;302
1991;Term1;Duplicado;L028;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE OTROS SITIOS;NA;NA;292;303
5797;Term1;Duplicado;L028;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE OTROS SITIOS;NA;NA;293;304
5923;Term1;Duplicado;L028;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE OTROS SITIOS;NA;NA;294;305
6371;Term1;Duplicado;L028;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE OTROS SITIOS;NA;NA;295;306
7703;Term1;Duplicado;L028;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE OTROS SITIOS;NA;NA;296;307
7715;Term1;Duplicado;L028;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE OTROS SITIOS;NA;NA;297;308
11316;Term1;Duplicado;L028;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE OTROS SITIOS;NA;NA;298;309
12243;Term1;Duplicado;L028;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE OTROS SITIOS;NA;NA;299;310
12252;Term1;Duplicado;L028;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE OTROS SITIOS;NA;NA;300;311
2723;Term1;Diccionario;L029;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE SITIO NO ESPECIFICADO;NA;NA;300;312
7714;Term1;Duplicado;L029;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE SITIO NO ESPECIFICADO;NA;NA;302;313
7724;Term1;Duplicado;L029;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE SITIO NO ESPECIFICADO;NA;NA;303;314
8965;Term1;Duplicado;L029;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE SITIO NO ESPECIFICADO;NA;NA;304;315
8966;Term1;Duplicado;L029;ABSCESO CUTANEO FURUNCULO Y ANTRAX DE SITIO NO ESPECIFICADO;NA;NA;305;316
1111;Term1;Diccionario;L021;ABSCESO CUTANEO FURUNCULO Y ANTRAX DEL CUELLO;NA;NA;305;317
4543;Term1;Duplicado;L021;ABSCESO CUTANEO FURUNCULO Y ANTRAX DEL CUELLO;NA;NA;307;318
5048;Term1;Duplicado;L021;ABSCESO CUTANEO FURUNCULO Y ANTRAX DEL CUELLO;NA;NA;308;319
6184;Term1;Duplicado;L021;ABSCESO CUTANEO FURUNCULO Y ANTRAX DEL CUELLO;NA;NA;309;320
6306;Term1;Duplicado;L021;ABSCESO CUTANEO FURUNCULO Y ANTRAX DEL CUELLO;NA;NA;310;321
320;Term1;Diccionario;L022;ABSCESO CUTANEO FURUNCULO Y ANTRAX DEL TRONCO;NA;NA;310;322
2374;Term1;Duplicado;L022;ABSCESO CUTANEO FURUNCULO Y ANTRAX DEL TRONCO;NA;NA;312;323
2941;Term1;Duplicado;L022;ABSCESO CUTANEO FURUNCULO Y ANTRAX DEL TRONCO;NA;NA;313;324
3029;Term1;Duplicado;L022;ABSCESO CUTANEO FURUNCULO Y ANTRAX DEL TRONCO;NA;NA;314;325
3260;Term1;Duplicado;L022;ABSCESO CUTANEO FURUNCULO Y ANTRAX DEL TRONCO;NA;NA;315;326
4432;Term1;Duplicado;L022;ABSCESO CUTANEO FURUNCULO Y ANTRAX DEL TRONCO;NA;NA;316;327
5531;Term1;Duplicado;L022;ABSCESO CUTANEO FURUNCULO Y ANTRAX DEL TRONCO;NA;NA;317;328
6992;Term1;Duplicado;L022;ABSCESO CUTANEO FURUNCULO Y ANTRAX DEL TRONCO;NA;NA;318;329
9300;Term1;Duplicado;L022;ABSCESO CUTANEO FURUNCULO Y ANTRAX DEL TRONCO;NA;NA;319;330
11304;Term1;Duplicado;L022;ABSCESO CUTANEO FURUNCULO Y ANTRAX DEL TRONCO;NA;NA;320;331
12278;Term1;Duplicado;L022;ABSCESO CUTANEO FURUNCULO Y ANTRAX DEL TRONCO;NA;NA;321;332
12473;Term1;Duplicado;L022;ABSCESO CUTANEO FURUNCULO Y ANTRAX DEL TRONCO;NA;NA;322;333
10173;Term1;Diccionario;;ABSCESO CUTANEO FURUNCULO Y CARBUNCO DE GLUTEOS;NA;NA;322;334
10173;Term1;AplicaStandard0;;ABSCESO CUTANEO FURUNCULO Y CARBUNCO DE GLUTEOS;\bAB(S?E?[CS]|CS)ESO?\b;ABSCESO;322;334
10173;Term1;ResultStandard0;;ABSCESO CUTANEO FURUNCULO Y CARBUNCO DE GLUTEOS;NA;NA;322;334
10173;Term1;AplicaStandard1;;ABSCESO CUTANEO FURUNCULO Y CARBUNCO GLUTEOS;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;322;334
10173;Term1;ResultStandard1;L023;ABSCESO CUTANEO FURUNCULO Y CARBUNCO GLUTEOS;NA;NA;323;334
10320;Term1;Duplicado;L023;ABSCESO CUTANEO FURUNCULO Y CARBUNCO DE GLUTEOS;NA;NA;324;335
6816;Term1;Diccionario;;ABSCESO CUTANEO FURUNCULO Y CARBUNCO DE LA CARA;NA;NA;324;336
6816;Term1;AplicaStandard0;;ABSCESO CUTANEO FURUNCULO Y CARBUNCO DE LA CARA;\bAB(S?E?[CS]|CS)ESO?\b;ABSCESO;324;336
6816;Term1;ResultStandard0;;ABSCESO CUTANEO FURUNCULO Y CARBUNCO DE LA CARA;NA;NA;324;336
6816;Term1;AplicaStandard1;;ABSCESO CUTANEO FURUNCULO Y CARBUNCO LA CARA;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;324;336
6816;Term1;AplicaStandard1;;ABSCESO CUTANEO FURUNCULO Y CARBUNCO CARA;\b\sEL\s|\sLAS?\s|\sLO(S)?\s|\sUN[AO]?S?\s|\sMAS\s\b; ;324;336
6816;Term1;ResultStandard1;L020;ABSCESO CUTANEO FURUNCULO Y CARBUNCO CARA;NA;NA;325;336
10060;Term1;Diccionario;L024;ABSCESO CUTANEO FURUNCULO Y CARBUNCO DE MIEMBRO;NA;NA;325;337
6656;Term1;Diccionario;;ABSCESO CUTANEO FURUNCULO Y CARBUNCO DE OTROS SITIOS;NA;NA;326;338
6656;Term1;AplicaStandard0;;ABSCESO CUTANEO FURUNCULO Y CARBUNCO DE OTROS SITIOS;\bAB(S?E?[CS]|CS)ESO?\b;ABSCESO;326;338
6656;Term1;ResultStandard0;;ABSCESO CUTANEO FURUNCULO Y CARBUNCO DE OTROS SITIOS;NA;NA;326;338
6656;Term1;AplicaStandard1;;ABSCESO CUTANEO FURUNCULO Y CARBUNCO OTROS SITIOS;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;326;338
6656;Term1;ResultStandard1;L028;ABSCESO CUTANEO FURUNCULO Y CARBUNCO OTROS SITIOS;NA;NA;327;338
6766;Term1;Duplicado;L028;ABSCESO CUTANEO FURUNCULO Y CARBUNCO DE OTROS SITIOS;NA;NA;328;339
2345;Term1;Diccionario;N751;ABSCESO DE LA GLANDULA DE BARTHOLIN;NA;NA;328;340
3008;Term1;Duplicado;N751;ABSCESO DE LA GLANDULA DE BARTHOLIN;NA;NA;330;341
3047;Term1;Duplicado;N751;ABSCESO DE LA GLANDULA DE BARTHOLIN;NA;NA;331;342
4988;Term1;Duplicado;N751;ABSCESO DE LA GLANDULA DE BARTHOLIN;NA;NA;332;343
6376;Term1;Duplicado;N751;ABSCESO DE LA GLANDULA DE BARTHOLIN;NA;NA;333;344
10110;Term1;Duplicado;N751;ABSCESO DE LA GLANDULA DE BARTHOLIN;NA;NA;334;345
9694;Term1;Diccionario;;ABSCESO DE LA GLANDULA DE BARTOLINO;NA;NA;334;346
9694;Term1;AplicaStandard0;;ABSCESO DE LA GLANDULA DE BARTOLINO;\bAB(S?E?[CS]|CS)ESO?\b;ABSCESO;334;346
9694;Term1;AplicaStandard0;;ABSCESO DE LA GLANDULA DE BARTHOLIN;BART(H)?OLIN[IEO]?;BARTHOLIN;334;346
9694;Term1;ResultStandard0;N751;ABSCESO DE LA GLANDULA DE BARTHOLIN;NA;NA;335;346
1331;Term1;Diccionario;;ABSCESO DE MAMA DERECHA;NA;NA;335;347
1331;Term1;AplicaStandard0;;ABSCESO DE MAMA DERECHA;\bAB(S?E?[CS]|CS)ESO?\b;ABSCESO;335;347
1331;Term1;ResultStandard0;;ABSCESO DE MAMA DERECHA;NA;NA;335;347
1331;Term1;AplicaStandard1;;ABSCESO MAMA DERECHA;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;335;347
1331;Term1;AplicaStandard1;;ABSCESO MAMA;\b((I[SZ]QUIERD|DEREC?H)[AO]S?)$\b;;335;347
1331;Term1;ResultStandard1;N61;ABSCESO MAMA;NA;NA;336;347
6663;Term1;Diccionario;M650;ABSCESO DE VAINA TENDINOSA;NA;NA;336;348
613;Term1;Diccionario;D733;ABSCESO DEL BAZO;NA;NA;337;349
779;Term1;Diccionario;K750;ABSCESO DEL HIGADO;NA;NA;338;350
4803;Term1;Duplicado;K750;ABSCESO DEL HIGADO;NA;NA;340;351
7015;Term1;Duplicado;K750;ABSCESO DEL HIGADO;NA;NA;341;352
7343;Term1;Duplicado;K750;ABSCESO DEL HIGADO;NA;NA;342;353
7428;Term1;Duplicado;K750;ABSCESO DEL HIGADO;NA;NA;343;354
9810;Term1;Duplicado;K750;ABSCESO DEL HIGADO;NA;NA;344;355
11284;Term1;Duplicado;K750;ABSCESO DEL HIGADO;NA;NA;345;356
11765;Term1;Duplicado;K750;ABSCESO DEL HIGADO;NA;NA;346;357
11875;Term1;Duplicado;K750;ABSCESO DEL HIGADO;NA;NA;347;358
5051;Term1;Diccionario;K630;ABSCESO DEL INTESTINO;NA;NA;347;359
6731;Term1;Duplicado;K630;ABSCESO DEL INTESTINO;NA;NA;349;360
1186;Term1;Diccionario;;ABSCESO EN GLUTEO;NA;NA;349;361
1186;Term1;AplicaStandard0;;ABSCESO EN GLUTEO;\bAB(S?E?[CS]|CS)ESO?\b;ABSCESO;349;361
1186;Term1;ResultStandard0;;ABSCESO EN GLUTEO;NA;NA;349;361
1186;Term1;AplicaStandard1;;ABSCESO GLUTEO;\b\sEN\s\b; ;349;361
1186;Term1;ResultStandard1;L023;ABSCESO GLUTEO;NA;NA;350;361
10669;Term1;Diccionario;J340;ABSCESO FURUNCULO Y CARBUNCO DE LA NARIZ;NA;NA;350;362
10842;Term1;Duplicado;J340;ABSCESO FURUNCULO Y CARBUNCO DE LA NARIZ;NA;NA;352;363
9701;Term1;Diccionario;K613;ABSCESO ISQUIORRECTAL;NA;NA;352;364
4970;Term1;Diccionario;J36;ABSCESO PERIAMIGDALINO;NA;NA;353;365
6285;Term1;Duplicado;J36;ABSCESO PERIAMIGDALINO;NA;NA;355;366
12002;Term1;Diccionario;K047;ABSCESO PERIAPICAL SIN FISTULA;NA;NA;355;367
6735;Term1;Diccionario;J390;ABSCESO RETROFARINGEO Y PARAFARINGEO;NA;NA;356;368
2836;Term1;Diccionario;N340;ABSCESO URETRAL;NA;NA;357;369
2449;Term1;Diccionario;N764;ABSCESO VULVAR;NA;NA;358;370
4733;Term1;Duplicado;N764;ABSCESO VULVAR;NA;NA;360;371
8882;Term1;Diccionario;G060;ABSCESO Y GRANULOMA INTRACRANEAL;NA;NA;360;372
3011;Term1;Diccionario;B432;ABSCESO Y QUISTE SUBCUTANEO FEOMICOTICO;NA;NA;361;373
10836;Term1;Diccionario;;ABSECO CUTANEO FURUNCULO Y CARBUNCO DE OTROS SITIOS;NA;NA;362;374
10836;Term1;ResultStandard0;;ABSECO CUTANEO FURUNCULO Y CARBUNCO DE OTROS SITIOS;NA;NA;362;374
10836;Term1;AplicaStandard1;;ABSECO CUTANEO FURUNCULO Y CARBUNCO OTROS SITIOS;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;362;374
10836;Term1;AplicaStandard1;;ABSECO CUTANEO FURUNCULO Y CARBUNCO OTROS;\b(PARTES?|[SC]ITIOS?|SUBIT[OA]|LADOS?)$\b;;362;374
10836;Term1;ResultStandard1;;ABSECO CUTANEO FURUNCULO Y CARBUNCO OTROS;NA;NA;362;374
10836;Term1;ResultStandard2;;ABSECO CUTANEO FURUNCULO Y CARBUNCO OTROS;NA;NA;362;374
11007;Term1;Duplicado;;ABSECO CUTANEO FURUNCULO Y CARBUNCO DE OTROS SITIOS;NA;NA;362;375
1266;Term1;Diccionario;T742;ABUSO SEXUAL;NA;NA;362;376
5740;Term1;Duplicado;T742;ABUSO SEXUAL;NA;NA;364;377
10889;Term1;Diccionario;K220;ACALASIA DEL CARDIAS;NA;NA;364;378
6455;Term1;Diccionario;;ACC VASCULAR ENCEFALICO AGUDO NO ESPEC COMO HEMORRAGICO O ISQUEMICO;NA;NA;365;379
6455;Term1;AplicaStandard0;;ACC VASCULAR ENCEFALICO AGUDO NO ESPEC COMO HEMORRAGICO O ISQUEMICO;\b(E[NM][CS]EFALIC);ENCEFALIC;365;379
6455;Term1;AplicaStandard0;;ACC VASCULAR ENCEFALICO AGUDO NO ESPEC COMO HEMORRAGICO O ISQUEMICO;\b(H?ER?MOR?RAGIC);HEMORRAGIC;365;379
6455;Term1;AplicaStandard0;;ACC VASCULAR ENCEFALICO AGUDO NO ESPEC COMO HEMORRAGICO O ISQUEMICO;\bH?[IE][ZS]QU?[EI]MIC;ISQUEMIC;365;379
6455;Term1;AplicaStandard0;;ACC VASCULAR ENCEFALICO AGUDO NO ESPEC COMO HEMORRAGICO O ISQUEMICO;\b([VB]AS?CULAR|VASCILAR|VASCUALR|VSCULAR);VASCULAR;365;379
6455;Term1;ResultStandard0;;ACC VASCULAR ENCEFALICO AGUDO NO ESPEC COMO HEMORRAGICO O ISQUEMICO;NA;NA;365;379
6455;Term1;ResultStandard1;;ACC VASCULAR ENCEFALICO AGUDO NO ESPEC COMO HEMORRAGICO O ISQUEMICO;NA;NA;365;379
6455;Term1;AplicaStandard2;;ACC VASCULAR ENCEFALICO  NO ESPEC COMO HEMORRAGICO O ISQUEMICO;\b(AGUD|CRONIC)[AO]S?\b;;365;379
6455;Term1;AplicaStandard2;;ACC VASCULAR ENCEFALICO NO ESPEC COMO HEMORRAGICO O ISQUEMICO;\s\s; ;365;379
6455;Term1;ResultStandard2;;ACC VASCULAR ENCEFALICO NO ESPEC COMO HEMORRAGICO O ISQUEMICO;NA;NA;365;379
6704;Term1;Duplicado;;ACC VASCULAR ENCEFALICO AGUDO NO ESPEC COMO HEMORRAGICO O ISQUEMICO;NA;NA;365;380
6767;Term1;Duplicado;;ACC VASCULAR ENCEFALICO AGUDO NO ESPEC COMO HEMORRAGICO O ISQUEMICO;NA;NA;365;381
10027;Term1;Duplicado;;ACC VASCULAR ENCEFALICO AGUDO NO ESPEC COMO HEMORRAGICO O ISQUEMICO;NA;NA;365;382
12597;Term1;Duplicado;;ACC VASCULAR ENCEFALICO AGUDO NO ESPEC COMO HEMORRAGICO O ISQUEMICO;NA;NA;365;383
895;Term1;Diccionario;I64;ACCIDENTE VASCULAR ENCEFALICO AGUDO NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;NA;NA;365;384
1714;Term1;Duplicado;I64;ACCIDENTE VASCULAR ENCEFALICO AGUDO NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;NA;NA;367;385
1798;Term1;Duplicado;I64;ACCIDENTE VASCULAR ENCEFALICO AGUDO NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;NA;NA;368;386
1944;Term1;Duplicado;I64;ACCIDENTE VASCULAR ENCEFALICO AGUDO NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;NA;NA;369;387
2069;Term1;Duplicado;I64;ACCIDENTE VASCULAR ENCEFALICO AGUDO NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;NA;NA;370;388
2093;Term1;Duplicado;I64;ACCIDENTE VASCULAR ENCEFALICO AGUDO NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;NA;NA;371;389
2474;Term1;Duplicado;I64;ACCIDENTE VASCULAR ENCEFALICO AGUDO NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;NA;NA;372;390
2885;Term1;Duplicado;I64;ACCIDENTE VASCULAR ENCEFALICO AGUDO NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;NA;NA;373;391
3352;Term1;Duplicado;I64;ACCIDENTE VASCULAR ENCEFALICO AGUDO NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;NA;NA;374;392
3442;Term1;Duplicado;I64;ACCIDENTE VASCULAR ENCEFALICO AGUDO NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;NA;NA;375;393
3539;Term1;Duplicado;I64;ACCIDENTE VASCULAR ENCEFALICO AGUDO NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;NA;NA;376;394
3627;Term1;Duplicado;I64;ACCIDENTE VASCULAR ENCEFALICO AGUDO NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;NA;NA;377;395
3695;Term1;Duplicado;I64;ACCIDENTE VASCULAR ENCEFALICO AGUDO NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;NA;NA;378;396
4480;Term1;Duplicado;I64;ACCIDENTE VASCULAR ENCEFALICO AGUDO NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;NA;NA;379;397
4539;Term1;Duplicado;I64;ACCIDENTE VASCULAR ENCEFALICO AGUDO NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;NA;NA;380;398
4639;Term1;Duplicado;I64;ACCIDENTE VASCULAR ENCEFALICO AGUDO NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;NA;NA;381;399
4783;Term1;Duplicado;I64;ACCIDENTE VASCULAR ENCEFALICO AGUDO NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;NA;NA;382;400
7155;Term1;Duplicado;I64;ACCIDENTE VASCULAR ENCEFALICO AGUDO NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;NA;NA;383;401
7437;Term1;Duplicado;I64;ACCIDENTE VASCULAR ENCEFALICO AGUDO NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;NA;NA;384;402
7653;Term1;Duplicado;I64;ACCIDENTE VASCULAR ENCEFALICO AGUDO NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;NA;NA;385;403
7741;Term1;Duplicado;I64;ACCIDENTE VASCULAR ENCEFALICO AGUDO NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;NA;NA;386;404
